event_id,user_id,event_timestamp,session_id,event_type,song_id,model_version,prompt_category,generation_latency_ms,success_flag
e_00004093,u_000789,2025-12-30 18:30:18,s_u_000789_20251230_1,song_generated,song_00001009,v5,pop,11815.0,True
e_00004094,u_000789,2025-12-30 20:27:29,s_u_000789_20251230_1,song_extended,song_00001009,v4.5,,,
e_00004095,u_000789,2025-12-30 21:06:29,s_u_000789_20251230_1,song_remixed,song_00001009,v4.5,,,
e_00004096,u_000789,2025-12-30 19:53:29,s_u_000789_20251230_1,effect_added,song_00001009,,,,
e_00004097,u_000789,2025-12-30 19:31:29,s_u_000789_20251230_1,lyric_ai_used,song_00001009,,,,
e_00004098,u_000790,2025-12-26 09:18:00,s_u_000790_20251226_1,app_opened,,,,,
e_00004099,u_000790,2026-01-01 12:59:00,s_u_000790_20260101_1,app_opened,,,,,
e_00004100,u_000790,2026-01-01 03:01:39,s_u_000790_20260101_1,song_generated,song_00001010,v5,jazz,13318.0,False
e_00004101,u_000791,2025-12-26 10:22:00,s_u_000791_20251226_1,app_opened,,,,,
e_00004102,u_000792,2025-11-08 16:17:00,s_u_000792_20251108_1,app_opened,,,,,
e_00004103,u_000792,2025-11-09 14:27:00,s_u_000792_20251109_1,app_opened,,,,,
e_00004104,u_000792,2025-11-09 11:15:04,s_u_000792_20251109_1,song_generated,song_00001011,v4.6,jazz,4820.0,True
e_00004105,u_000792,2025-11-09 11:15:28,s_u_000792_20251109_1,song_generated,song_00001012,v4.5,jazz,18048.0,True
e_00004106,u_000792,2025-11-09 11:13:13,s_u_000792_20251109_1,song_generated,song_00001013,v4.6,jazz,13679.0,True
e_00004107,u_000792,2025-11-09 13:13:00,s_u_000792_20251109_1,song_extended,song_00001012,v5,,,
e_00004108,u_000792,2025-11-09 11:14:00,s_u_000792_20251109_1,lyric_ai_used,song_00001012,,,,
e_00004109,u_000792,2025-11-09 04:37:00,s_u_000792_20251109_1,app_opened,,,,,
e_00004110,u_000793,2025-11-22 11:03:00,s_u_000793_20251122_1,app_opened,,,,,
e_00004111,u_000793,2025-11-23 12:45:00,s_u_000793_20251123_1,app_opened,,,,,
e_00004112,u_000793,2025-11-23 06:43:02,s_u_000793_20251123_1,song_generated,song_00001014,v5,classical,15922.0,False
e_00004113,u_000793,2025-11-23 06:38:02,s_u_000793_20251123_1,song_generated,song_00001015,v5,classical,6163.0,True
e_00004114,u_000793,2025-11-23 06:38:25,s_u_000793_20251123_1,song_generated,song_00001016,v4.6,classical,9191.0,True
e_00004115,u_000793,2025-11-23 07:16:40,s_u_000793_20251123_1,effect_added,song_00001015,,,,
e_00004116,u_000793,2025-11-23 07:43:40,s_u_000793_20251123_1,lyric_ai_used,song_00001015,,,,
e_00004117,u_000793,2025-11-29 04:04:40,s_u_000793_20251129_1,app_opened,,,,,
e_00004118,u_000794,2025-12-19 20:56:00,s_u_000794_20251219_1,app_opened,,,,,
e_00004119,u_000795,2025-11-27 14:11:00,s_u_000795_20251127_1,app_opened,,,,,
e_00004120,u_000795,2025-11-29 07:47:49,s_u_000795_20251129_1,app_opened,,,,,
e_00004121,u_000796,2025-12-28 16:37:00,s_u_000796_20251228_1,app_opened,,,,,
e_00004122,u_000796,2026-01-02 16:59:00,s_u_000796_20260102_1,app_opened,,,,,
e_00004123,u_000796,2026-01-02 05:03:32,s_u_000796_20260102_1,song_generated,song_00001017,v4.5,country,11824.0,True
e_00004124,u_000796,2026-01-02 08:50:50,s_u_000796_20260102_1,song_remixed,song_00001017,v4.5,,,
e_00004125,u_000797,2025-11-20 10:04:00,s_u_000797_20251120_1,app_opened,,,,,
e_00004126,u_000798,2025-12-22 14:08:00,s_u_000798_20251222_1,app_opened,,,,,
e_00004127,u_000798,2025-12-25 17:27:00,s_u_000798_20251225_1,app_opened,,,,,
e_00004128,u_000798,2025-12-25 00:56:21,s_u_000798_20251225_1,song_generated,song_00001018,v4.6,pop,11895.0,True
e_00004129,u_000798,2025-12-25 02:42:54,s_u_000798_20251225_1,song_remixed,song_00001018,v4.6,,,
e_00004130,u_000798,2025-12-25 02:14:54,s_u_000798_20251225_1,effect_added,song_00001018,,,,
e_00004131,u_000798,2025-12-29 23:15:54,s_u_000798_20251229_1,app_opened,,,,,
e_00004132,u_000798,2025-12-29 23:24:03,s_u_000798_20251229_1,song_generated,song_00001019,v4.6,indie,12873.0,True
e_00004133,u_000798,2025-12-30 00:28:54,s_u_000798_20251229_1,song_downloaded,song_00001019,,,,
e_00004134,u_000798,2025-12-30 00:27:54,s_u_000798_20251229_1,song_extended,song_00001019,v5,,,
e_00004135,u_000798,2025-12-30 00:23:54,s_u_000798_20251229_1,effect_added,song_00001019,,,,
e_00004136,u_000798,2025-12-29 23:56:54,s_u_000798_20251229_1,lyric_ai_used,song_00001019,,,,
e_00004137,u_000799,2025-11-26 09:23:00,s_u_000799_20251126_1,app_opened,,,,,
e_00004138,u_000799,2025-11-28 12:29:00,s_u_000799_20251128_1,app_opened,,,,,
e_00004139,u_000799,2025-11-28 12:06:48,s_u_000799_20251128_1,song_generated,song_00001020,v5,hiphop,13735.0,True
e_00004140,u_000799,2025-11-28 12:10:18,s_u_000799_20251128_1,song_generated,song_00001021,v4.6,hiphop,10141.0,True
e_00004141,u_000799,2025-11-28 13:36:37,s_u_000799_20251128_1,song_downloaded,song_00001021,,,,
e_00004142,u_000799,2025-11-28 14:32:37,s_u_000799_20251128_1,song_downloaded,song_00001020,,,,
e_00004143,u_000799,2025-11-27 21:11:37,s_u_000799_20251127_1,app_opened,,,,,
e_00004144,u_000800,2025-11-24 19:44:00,s_u_000800_20251124_1,app_opened,,,,,
e_00004145,u_000800,2025-11-25 16:01:00,s_u_000800_20251125_1,app_opened,,,,,
e_00004146,u_000800,2025-11-25 13:49:07,s_u_000800_20251125_1,song_generated,song_00001022,v4.5,jazz,12188.0,True
e_00004147,u_000800,2025-11-25 13:57:42,s_u_000800_20251125_1,song_remixed,song_00001022,v5,,,
e_00004148,u_000801,2025-12-27 10:52:00,s_u_000801_20251227_1,app_opened,,,,,
e_00004149,u_000801,2025-12-29 16:44:00,s_u_000801_20251229_1,app_opened,,,,,
e_00004150,u_000801,2025-12-29 10:16:13,s_u_000801_20251229_1,song_generated,song_00001023,v4.6,rock,9373.0,True
e_00004151,u_000801,2025-12-29 10:17:25,s_u_000801_20251229_1,song_generated,song_00001024,v4.5,rock,9533.0,True
e_00004152,u_000801,2025-12-29 12:09:11,s_u_000801_20251229_1,effect_added,song_00001023,,,,
e_00004153,u_000802,2025-11-16 14:19:00,s_u_000802_20251116_1,app_opened,,,,,
e_00004154,u_000802,2025-11-18 15:52:00,s_u_000802_20251118_1,app_opened,,,,,
e_00004155,u_000802,2025-11-18 04:40:21,s_u_000802_20251118_1,song_generated,song_00001025,v4.6,edm,10374.0,True
e_00004156,u_000803,2025-12-09 20:39:00,s_u_000803_20251209_1,app_opened,,,,,
e_00004157,u_000803,2025-12-14 20:45:00,s_u_000803_20251214_1,app_opened,,,,,
e_00004158,u_000803,2025-12-14 12:03:48,s_u_000803_20251214_1,song_generated,song_00001026,v5,pop,12964.0,True
e_00004159,u_000803,2025-12-14 12:00:59,s_u_000803_20251214_1,song_generated,song_00001027,v4.5,pop,14363.0,True
e_00004160,u_000803,2025-12-14 13:02:58,s_u_000803_20251214_1,song_downloaded,song_00001027,,,,
e_00004161,u_000803,2025-12-14 14:17:58,s_u_000803_20251214_1,song_downloaded,song_00001026,,,,
e_00004162,u_000803,2025-12-14 21:02:58,s_u_000803_20251214_1,song_published,song_00001026,,,,
e_00004163,u_000803,2025-12-14 14:10:58,s_u_000803_20251214_1,song_extended,song_00001027,v4.5,,,
e_00004164,u_000803,2025-12-14 13:15:58,s_u_000803_20251214_1,effect_added,song_00001027,,,,
e_00004165,u_000803,2025-12-10 15:08:58,s_u_000803_20251210_1,app_opened,,,,,
e_00004166,u_000804,2025-11-08 13:04:00,s_u_000804_20251108_1,app_opened,,,,,
e_00004167,u_000804,2025-11-10 14:35:00,s_u_000804_20251110_1,app_opened,,,,,
e_00004168,u_000804,2025-11-10 08:41:39,s_u_000804_20251110_1,song_generated,song_00001028,v4.6,rock,14337.0,True
e_00004169,u_000804,2025-11-10 08:39:22,s_u_000804_20251110_1,song_generated,song_00001029,v4.6,rock,12497.0,True
e_00004170,u_000804,2025-11-10 10:37:12,s_u_000804_20251110_1,song_downloaded,song_00001028,,,,
e_00004171,u_000804,2025-11-10 12:14:12,s_u_000804_20251110_1,song_remixed,song_00001028,v5,,,
e_00004172,u_000805,2026-01-02 19:58:00,s_u_000805_20260102_1,app_opened,,,,,
e_00004173,u_000805,2026-01-04 09:53:00,s_u_000805_20260104_1,app_opened,,,,,
e_00004174,u_000805,2026-01-04 08:25:11,s_u_000805_20260104_1,song_generated,song_00001030,v5,rock,12310.0,True
e_00004175,u_000805,2026-01-04 09:43:00,s_u_000805_20260104_1,effect_added,song_00001030,,,,
e_00004176,u_000806,2025-12-30 20:26:00,s_u_000806_20251230_1,app_opened,,,,,
e_00004177,u_000807,2025-12-06 09:25:00,s_u_000807_20251206_1,app_opened,,,,,
e_00004178,u_000807,2025-12-07 11:24:00,s_u_000807_20251207_1,app_opened,,,,,
e_00004179,u_000807,2025-12-07 20:44:03,s_u_000807_20251207_1,song_generated,song_00001031,v4.5,edm,12795.0,True
e_00004180,u_000807,2025-12-07 20:38:52,s_u_000807_20251207_1,song_generated,song_00001032,v5,edm,8766.0,True
e_00004181,u_000807,2025-12-07 23:23:41,s_u_000807_20251207_1,song_downloaded,song_00001031,,,,
e_00004182,u_000807,2025-12-08 05:09:41,s_u_000807_20251207_1,song_published,song_00001032,,,,
e_00004183,u_000807,2025-12-07 23:23:41,s_u_000807_20251207_1,song_remixed,song_00001031,v4.6,,,
e_00004184,u_000807,2025-12-07 16:25:41,s_u_000807_20251207_1,app_opened,,,,,
e_00004185,u_000807,2025-12-07 16:34:40,s_u_000807_20251207_1,song_generated,song_00001033,v4.6,edm,14826.0,True
e_00004186,u_000807,2025-12-07 20:19:41,s_u_000807_20251207_1,song_published,song_00001033,,,,
e_00004187,u_000807,2025-12-07 18:53:41,s_u_000807_20251207_1,song_extended,song_00001033,v4.5,,,
e_00004188,u_000807,2025-12-07 16:45:41,s_u_000807_20251207_1,song_remixed,song_00001033,v4.5,,,
e_00004189,u_000807,2025-12-07 17:02:41,s_u_000807_20251207_1,lyric_ai_used,song_00001033,,,,
e_00004190,u_000807,2025-12-13 15:31:41,s_u_000807_20251213_1,app_opened,,,,,
e_00004191,u_000807,2025-12-13 15:40:53,s_u_000807_20251213_1,song_generated,song_00001034,v4.6,edm,17705.0,True
e_00004192,u_000807,2025-12-13 16:02:41,s_u_000807_20251213_1,song_published,song_00001034,,,,
e_00004193,u_000807,2025-12-13 17:30:41,s_u_000807_20251213_1,effect_added,song_00001034,,,,
e_00004194,u_000808,2025-11-29 14:06:00,s_u_000808_20251129_1,app_opened,,,,,
e_00004195,u_000808,2025-12-02 19:43:00,s_u_000808_20251202_1,app_opened,,,,,
e_00004196,u_000808,2025-12-02 10:03:34,s_u_000808_20251202_1,song_generated,song_00001035,v4.5,rock,14584.0,True
e_00004197,u_000808,2025-11-30 12:41:36,s_u_000808_20251130_1,app_opened,,,,,
e_00004198,u_000808,2025-11-30 12:50:57,s_u_000808_20251130_1,song_generated,song_00001036,v5,indie,15281.0,True
e_00004199,u_000809,2025-11-28 18:08:00,s_u_000809_20251128_1,app_opened,,,,,
e_00004200,u_000810,2025-12-17 12:35:00,s_u_000810_20251217_1,app_opened,,,,,
e_00004201,u_000810,2025-12-17 08:05:15,s_u_000810_20251217_1,song_generated,song_00001037,v4.6,pop,9182.0,True
e_00004202,u_000810,2025-12-17 08:06:54,s_u_000810_20251217_1,song_generated,song_00001038,v5,pop,4009.0,True
e_00004203,u_000810,2025-12-17 08:05:17,s_u_000810_20251217_1,song_generated,song_00001039,v4.5,pop,18378.0,True
e_00004204,u_000810,2025-12-24 09:26:48,s_u_000810_20251224_1,app_opened,,,,,
e_00004205,u_000810,2025-12-24 09:30:51,s_u_000810_20251224_1,song_generated,song_00001040,v5,hiphop,12927.0,False
e_00004206,u_000810,2025-12-24 09:57:48,s_u_000810_20251224_1,song_extended,song_00001040,v4.5,,,
e_00004207,u_000810,2025-12-24 10:43:48,s_u_000810_20251224_1,song_remixed,song_00001040,v4.5,,,
e_00004208,u_000810,2025-12-24 09:45:48,s_u_000810_20251224_1,effect_added,song_00001040,,,,
e_00004209,u_000811,2025-12-27 09:51:00,s_u_000811_20251227_1,app_opened,,,,,
e_00004210,u_000812,2025-11-18 19:26:00,s_u_000812_20251118_1,app_opened,,,,,
e_00004211,u_000812,2025-11-19 10:01:00,s_u_000812_20251119_1,app_opened,,,,,
e_00004212,u_000812,2025-11-19 12:17:44,s_u_000812_20251119_1,song_generated,song_00001041,v4.6,indie,9643.0,True
e_00004213,u_000812,2025-11-19 12:12:36,s_u_000812_20251119_1,song_generated,song_00001042,v4.5,indie,12077.0,True
e_00004214,u_000812,2025-11-19 12:16:26,s_u_000812_20251119_1,song_generated,song_00001043,v4.6,indie,6157.0,True
e_00004215,u_000812,2025-11-19 15:12:24,s_u_000812_20251119_1,song_downloaded,song_00001042,,,,
e_00004216,u_000812,2025-11-19 14:45:24,s_u_000812_20251119_1,song_remixed,song_00001043,v4.5,,,
e_00004217,u_000812,2025-11-25 06:57:24,s_u_000812_20251125_1,app_opened,,,,,
e_00004218,u_000813,2025-11-20 13:08:00,s_u_000813_20251120_1,app_opened,,,,,
e_00004219,u_000813,2025-11-23 16:16:00,s_u_000813_20251123_1,app_opened,,,,,
e_00004220,u_000813,2025-11-23 15:49:56,s_u_000813_20251123_1,song_generated,song_00001044,v4.5,jazz,13960.0,True
e_00004221,u_000813,2025-11-23 15:44:43,s_u_000813_20251123_1,song_generated,song_00001045,v5,jazz,10618.0,True
e_00004222,u_000813,2025-11-23 16:23:16,s_u_000813_20251123_1,song_downloaded,song_00001044,,,,
e_00004223,u_000813,2025-11-23 19:32:16,s_u_000813_20251123_1,song_published,song_00001045,,,,
e_00004224,u_000813,2025-11-23 17:10:16,s_u_000813_20251123_1,effect_added,song_00001045,,,,
e_00004225,u_000813,2025-11-23 16:49:16,s_u_000813_20251123_1,lyric_ai_used,song_00001045,,,,
e_00004226,u_000813,2025-11-27 18:50:16,s_u_000813_20251127_1,app_opened,,,,,
e_00004227,u_000813,2025-11-27 18:57:21,s_u_000813_20251127_1,song_generated,song_00001046,v5,edm,8067.0,True
e_00004228,u_000814,2026-01-03 14:31:00,s_u_000814_20260103_1,app_opened,,,,,
e_00004229,u_000814,2026-01-04 15:04:00,s_u_000814_20260104_1,app_opened,,,,,
e_00004230,u_000814,2026-01-04 02:15:22,s_u_000814_20260104_1,song_generated,song_00001047,v4.6,jazz,16995.0,True
e_00004231,u_000814,2026-01-04 02:13:20,s_u_000814_20260104_1,song_generated,song_00001048,v5,jazz,6314.0,True
e_00004232,u_000814,2026-01-04 03:06:00,s_u_000814_20260104_1,song_extended,song_00001047,v4.5,,,
e_00004233,u_000814,2026-01-04 02:24:00,s_u_000814_20260104_1,lyric_ai_used,song_00001047,,,,
e_00004234,u_000815,2025-12-13 19:16:00,s_u_000815_20251213_1,app_opened,,,,,
e_00004235,u_000815,2025-12-15 13:36:00,s_u_000815_20251215_1,app_opened,,,,,
e_00004236,u_000815,2025-12-15 20:32:21,s_u_000815_20251215_1,song_generated,song_00001049,v5,indie,7026.0,True
e_00004237,u_000815,2025-12-15 20:55:34,s_u_000815_20251215_1,song_extended,song_00001049,v5,,,
e_00004238,u_000815,2025-12-15 20:36:34,s_u_000815_20251215_1,effect_added,song_00001049,,,,
e_00004239,u_000816,2025-11-14 20:56:00,s_u_000816_20251114_1,app_opened,,,,,
e_00004240,u_000816,2025-11-18 09:01:00,s_u_000816_20251118_1,app_opened,,,,,
e_00004241,u_000816,2025-11-18 08:54:24,s_u_000816_20251118_1,song_generated,song_00001050,v5,hiphop,17792.0,True
e_00004242,u_000816,2025-11-18 08:57:57,s_u_000816_20251118_1,song_generated,song_00001051,v4.6,hiphop,7781.0,True
e_00004243,u_000817,2025-12-19 18:14:00,s_u_000817_20251219_1,app_opened,,,,,
e_00004244,u_000817,2025-12-21 13:46:00,s_u_000817_20251221_1,app_opened,,,,,
e_00004245,u_000817,2025-12-21 16:43:53,s_u_000817_20251221_1,song_generated,song_00001052,v5,country,12649.0,True
e_00004246,u_000818,2025-12-29 14:14:00,s_u_000818_20251229_1,app_opened,,,,,
e_00004247,u_000819,2025-12-11 19:22:00,s_u_000819_20251211_1,app_opened,,,,,
e_00004248,u_000819,2025-12-16 16:55:00,s_u_000819_20251216_1,app_opened,,,,,
e_00004249,u_000819,2025-12-16 13:34:18,s_u_000819_20251216_1,song_generated,song_00001053,v4.5,hiphop,12577.0,True
e_00004250,u_000820,2025-11-21 10:37:00,s_u_000820_20251121_1,app_opened,,,,,
e_00004251,u_000820,2025-11-26 09:58:00,s_u_000820_20251126_1,app_opened,,,,,
e_00004252,u_000820,2025-11-26 10:40:23,s_u_000820_20251126_1,song_generated,song_00001054,v4.5,rock,15695.0,True
e_00004253,u_000820,2025-11-26 11:36:41,s_u_000820_20251126_1,song_extended,song_00001054,v4.5,,,
e_00004254,u_000820,2025-11-22 21:02:41,s_u_000820_20251122_1,app_opened,,,,,
e_00004255,u_000820,2025-11-22 21:09:22,s_u_000820_20251122_1,song_generated,song_00001055,v5,classical,12533.0,True
e_00004256,u_000820,2025-11-22 22:24:41,s_u_000820_20251122_1,effect_added,song_00001055,,,,
e_00004257,u_000821,2026-01-01 17:21:00,s_u_000821_20260101_1,app_opened,,,,,
e_00004258,u_000821,2026-01-02 13:06:59,s_u_000821_20260102_1,app_opened,,,,,
e_00004259,u_000822,2025-11-30 14:22:00,s_u_000822_20251130_1,app_opened,,,,,
e_00004260,u_000822,2025-11-30 11:23:04,s_u_000822_20251130_1,song_generated,song_00001056,v4.5,rock,9250.0,True
e_00004261,u_000822,2025-11-30 11:18:14,s_u_000822_20251130_1,song_generated,song_00001057,v4.5,rock,16929.0,True
e_00004262,u_000823,2025-12-30 18:19:00,s_u_000823_20251230_1,app_opened,,,,,
e_00004263,u_000824,2025-11-06 11:55:00,s_u_000824_20251106_1,app_opened,,,,,
e_00004264,u_000824,2025-11-07 15:53:00,s_u_000824_20251107_1,app_opened,,,,,
e_00004265,u_000824,2025-11-07 17:28:08,s_u_000824_20251107_1,song_generated,song_00001058,v4.5,hiphop,17253.0,True
e_00004266,u_000825,2025-12-04 19:22:00,s_u_000825_20251204_1,app_opened,,,,,
e_00004267,u_000825,2025-12-06 14:55:00,s_u_000825_20251206_1,app_opened,,,,,
e_00004268,u_000825,2025-12-06 03:41:30,s_u_000825_20251206_1,song_generated,song_00001059,v4.6,pop,9371.0,True
e_00004269,u_000825,2025-12-06 03:42:16,s_u_000825_20251206_1,song_generated,song_00001060,v4.6,pop,13687.0,True
e_00004270,u_000825,2025-12-06 03:40:54,s_u_000825_20251206_1,song_generated,song_00001061,v4.6,pop,3753.0,True
e_00004271,u_000825,2025-12-06 06:59:32,s_u_000825_20251206_1,song_downloaded,song_00001061,,,,
e_00004272,u_000825,2025-12-06 06:32:32,s_u_000825_20251206_1,song_published,song_00001060,,,,
e_00004273,u_000825,2025-12-06 04:32:32,s_u_000825_20251206_1,effect_added,song_00001059,,,,
e_00004274,u_000826,2025-12-16 15:58:00,s_u_000826_20251216_1,app_opened,,,,,
e_00004275,u_000826,2025-12-20 13:37:00,s_u_000826_20251220_1,app_opened,,,,,
e_00004276,u_000826,2025-12-20 03:58:42,s_u_000826_20251220_1,song_generated,song_00001062,v5,classical,7469.0,True
e_00004277,u_000826,2025-12-20 05:34:24,s_u_000826_20251220_1,song_extended,song_00001062,v4.5,,,
e_00004278,u_000826,2025-12-20 05:49:24,s_u_000826_20251220_1,effect_added,song_00001062,,,,
e_00004279,u_000827,2025-11-21 09:12:00,s_u_000827_20251121_1,app_opened,,,,,
e_00004280,u_000827,2025-11-25 12:46:00,s_u_000827_20251125_1,app_opened,,,,,
e_00004281,u_000827,2025-11-25 20:12:34,s_u_000827_20251125_1,song_generated,song_00001063,v4.6,jazz,11551.0,True
e_00004282,u_000827,2025-11-25 20:06:59,s_u_000827_20251125_1,song_generated,song_00001064,v5,jazz,16975.0,False
e_00004283,u_000827,2025-11-25 22:55:37,s_u_000827_20251125_1,song_downloaded,song_00001064,,,,
e_00004284,u_000827,2025-11-26 00:02:37,s_u_000827_20251125_1,song_downloaded,song_00001063,,,,
e_00004285,u_000827,2025-11-26 02:15:37,s_u_000827_20251125_1,song_published,song_00001063,,,,
e_00004286,u_000827,2025-11-25 20:48:37,s_u_000827_20251125_1,song_extended,song_00001063,v5,,,
e_00004287,u_000827,2025-11-25 23:31:37,s_u_000827_20251125_1,song_remixed,song_00001063,v4.5,,,
e_00004288,u_000827,2025-11-25 21:30:37,s_u_000827_20251125_1,lyric_ai_used,song_00001063,,,,
e_00004289,u_000828,2025-11-11 16:57:00,s_u_000828_20251111_1,app_opened,,,,,
e_00004290,u_000828,2025-11-11 23:08:53,s_u_000828_20251111_1,song_generated,song_00001065,v4.5,rock,11495.0,True
e_00004291,u_000828,2025-11-12 00:42:15,s_u_000828_20251111_1,song_extended,song_00001065,v4.5,,,
e_00004292,u_000828,2025-11-11 23:41:15,s_u_000828_20251111_1,song_remixed,song_00001065,v5,,,
e_00004293,u_000829,2025-11-26 10:13:00,s_u_000829_20251126_1,app_opened,,,,,
e_00004294,u_000830,2025-12-08 16:51:00,s_u_000830_20251208_1,app_opened,,,,,
e_00004295,u_000830,2025-12-14 11:56:00,s_u_000830_20251214_1,app_opened,,,,,
e_00004296,u_000830,2025-12-14 19:02:18,s_u_000830_20251214_1,song_generated,song_00001066,v5,classical,14190.0,False
e_00004297,u_000830,2025-12-14 20:11:27,s_u_000830_20251214_1,song_downloaded,song_00001066,,,,
e_00004298,u_000830,2025-12-15 01:37:27,s_u_000830_20251214_1,song_published,song_00001066,,,,
e_00004299,u_000830,2025-12-14 21:28:27,s_u_000830_20251214_1,song_extended,song_00001066,v4.6,,,
e_00004300,u_000830,2025-12-14 19:16:27,s_u_000830_20251214_1,effect_added,song_00001066,,,,
e_00004301,u_000831,2025-12-26 10:03:00,s_u_000831_20251226_1,app_opened,,,,,
e_00004302,u_000831,2025-12-30 20:05:00,s_u_000831_20251230_1,app_opened,,,,,
e_00004303,u_000831,2025-12-30 07:15:05,s_u_000831_20251230_1,song_generated,song_00001067,v5,indie,11288.0,True
e_00004304,u_000831,2025-12-30 07:23:58,s_u_000831_20251230_1,song_generated,song_00001068,v5,indie,13025.0,True
e_00004305,u_000831,2025-12-30 10:54:05,s_u_000831_20251230_1,song_downloaded,song_00001068,,,,
e_00004306,u_000831,2025-12-30 08:26:05,s_u_000831_20251230_1,lyric_ai_used,song_00001067,,,,
e_00004307,u_000832,2025-12-10 17:08:00,s_u_000832_20251210_1,app_opened,,,,,
e_00004308,u_000832,2025-12-14 09:00:00,s_u_000832_20251214_1,app_opened,,,,,
e_00004309,u_000832,2025-12-14 07:05:11,s_u_000832_20251214_1,song_generated,song_00001069,v4.6,indie,12192.0,True
e_00004310,u_000832,2025-12-14 06:58:35,s_u_000832_20251214_1,song_generated,song_00001070,v4.5,indie,13716.0,True
e_00004311,u_000832,2025-12-14 07:03:50,s_u_000832_20251214_1,song_generated,song_00001071,v5,indie,12961.0,True
e_00004312,u_000832,2025-12-14 07:53:16,s_u_000832_20251214_1,song_remixed,song_00001069,v5,,,
e_00004313,u_000833,2025-12-17 16:47:00,s_u_000833_20251217_1,app_opened,,,,,
e_00004314,u_000833,2025-12-22 11:36:00,s_u_000833_20251222_1,app_opened,,,,,
e_00004315,u_000833,2025-12-22 12:35:52,s_u_000833_20251222_1,song_generated,song_00001072,v4.6,pop,9120.0,True
e_00004316,u_000833,2025-12-22 15:10:47,s_u_000833_20251222_1,song_downloaded,song_00001072,,,,
e_00004317,u_000833,2025-12-22 12:40:47,s_u_000833_20251222_1,song_extended,song_00001072,v4.6,,,
e_00004318,u_000833,2025-12-22 14:20:47,s_u_000833_20251222_1,effect_added,song_00001072,,,,
e_00004319,u_000834,2025-11-26 14:19:00,s_u_000834_20251126_1,app_opened,,,,,
e_00004320,u_000834,2025-12-02 16:42:00,s_u_000834_20251202_1,app_opened,,,,,
e_00004321,u_000834,2025-12-02 04:12:50,s_u_000834_20251202_1,song_generated,song_00001073,v4.5,hiphop,3395.0,True
e_00004322,u_000834,2025-12-02 06:07:05,s_u_000834_20251202_1,song_downloaded,song_00001073,,,,
e_00004323,u_000834,2025-12-02 08:06:05,s_u_000834_20251202_1,song_published,song_00001073,,,,
e_00004324,u_000834,2025-12-02 04:55:05,s_u_000834_20251202_1,song_extended,song_00001073,v4.6,,,
e_00004325,u_000834,2025-11-28 06:37:05,s_u_000834_20251128_1,app_opened,,,,,
e_00004326,u_000835,2026-01-02 16:23:00,s_u_000835_20260102_1,app_opened,,,,,
e_00004327,u_000835,2026-01-04 14:30:00,s_u_000835_20260104_1,app_opened,,,,,
e_00004328,u_000835,2026-01-04 11:10:45,s_u_000835_20260104_1,song_generated,song_00001074,v4.6,pop,10836.0,True
e_00004329,u_000835,2026-01-04 11:10:10,s_u_000835_20260104_1,song_generated,song_00001075,v4.6,pop,12736.0,True
e_00004330,u_000835,2026-01-04 13:12:00,s_u_000835_20260104_1,song_downloaded,song_00001075,,,,
e_00004331,u_000835,2026-01-04 12:57:00,s_u_000835_20260104_1,song_remixed,song_00001074,v4.5,,,
e_00004332,u_000836,2025-11-20 09:40:00,s_u_000836_20251120_1,app_opened,,,,,
e_00004333,u_000836,2025-11-26 17:03:00,s_u_000836_20251126_1,app_opened,,,,,
e_00004334,u_000836,2025-11-26 19:03:23,s_u_000836_20251126_1,song_generated,song_00001076,v4.6,classical,7194.0,True
e_00004335,u_000836,2025-11-26 19:03:42,s_u_000836_20251126_1,song_generated,song_00001077,v4.5,classical,9421.0,True
e_00004336,u_000836,2025-11-26 19:05:38,s_u_000836_20251126_1,song_generated,song_00001078,v4.6,classical,13453.0,True
e_00004337,u_000836,2025-11-21 19:05:23,s_u_000836_20251121_1,app_opened,,,,,
e_00004338,u_000836,2025-11-21 19:11:26,s_u_000836_20251121_1,song_generated,song_00001079,v5,indie,13363.0,True
e_00004339,u_000836,2025-11-21 19:50:23,s_u_000836_20251121_1,song_extended,song_00001079,v4.6,,,
e_00004340,u_000836,2025-11-21 19:18:23,s_u_000836_20251121_1,song_remixed,song_00001079,v4.6,,,
e_00004341,u_000837,2025-12-23 20:46:00,s_u_000837_20251223_1,app_opened,,,,,
e_00004342,u_000837,2025-12-23 13:45:38,s_u_000837_20251223_1,song_generated,song_00001080,v5,classical,17465.0,True
e_00004343,u_000837,2025-12-23 14:43:29,s_u_000837_20251223_1,song_extended,song_00001080,v4.6,,,
e_00004344,u_000838,2025-11-15 13:56:00,s_u_000838_20251115_1,app_opened,,,,,
e_00004345,u_000839,2025-12-08 16:00:00,s_u_000839_20251208_1,app_opened,,,,,
e_00004346,u_000839,2025-12-10 14:56:00,s_u_000839_20251210_1,app_opened,,,,,
e_00004347,u_000839,2025-12-10 16:09:18,s_u_000839_20251210_1,song_generated,song_00001081,v4.5,indie,11154.0,True
e_00004348,u_000839,2025-12-10 17:08:40,s_u_000839_20251210_1,lyric_ai_used,song_00001081,,,,
e_00004349,u_000840,2025-11-08 15:58:00,s_u_000840_20251108_1,app_opened,,,,,
e_00004350,u_000840,2025-11-13 16:25:00,s_u_000840_20251113_1,app_opened,,,,,
e_00004351,u_000840,2025-11-13 08:39:16,s_u_000840_20251113_1,song_generated,song_00001082,v4.5,country,10792.0,False
