user_id,signup_timestamp,region,acquisition_channel,is_creator,platform
u_000947,2025-12-02 13:34:16,NA,organic,False,android
u_000948,2025-11-12 06:54:17,NA,influencer,False,android
u_000949,2026-01-04 04:36:39,APAC,organic,False,android
u_000950,2025-12-17 17:23:43,NA,paid_search,True,android
u_000951,2025-12-04 07:30:04,NA,youtube,False,android
u_000952,2025-11-19 02:27:51,EU,tiktok,False,ios
u_000953,2025-11-17 07:48:07,EU,youtube,False,web
u_000954,2025-12-25 05:51:07,APAC,organic,False,web
u_000955,2025-12-14 15:48:06,EU,tiktok,False,web
u_000956,2025-12-10 11:17:08,EU,paid_search,False,web
u_000957,2025-12-10 21:58:09,APAC,organic,True,web
u_000958,2025-12-14 05:07:17,EU,youtube,False,android
u_000959,2025-11-06 14:42:58,EU,tiktok,True,ios
u_000960,2025-12-09 05:17:43,APAC,youtube,True,web
u_000961,2025-11-17 00:22:24,NA,organic,False,android
u_000962,2025-12-23 11:16:02,NA,tiktok,False,ios
u_000963,2025-12-03 01:56:02,NA,paid_search,False,web
u_000964,2025-12-01 18:56:12,EU,organic,True,android
u_000965,2025-11-25 10:31:37,NA,youtube,False,web
u_000966,2025-11-30 14:58:17,EU,tiktok,True,ios
u_000967,2026-01-04 06:18:36,APAC,tiktok,False,web
u_000968,2025-12-14 13:03:40,EU,tiktok,False,ios
u_000969,2025-11-17 13:01:45,NA,tiktok,True,android
u_000970,2025-11-10 22:21:33,APAC,organic,False,web
u_000971,2025-12-29 17:05:12,NA,paid_search,True,android
u_000972,2025-12-08 03:02:16,APAC,influencer,False,web
u_000973,2025-12-18 14:28:56,EU,organic,False,ios
u_000974,2025-12-30 13:55:19,NA,tiktok,False,android
u_000975,2025-12-04 15:28:02,LATAM,youtube,False,android
u_000976,2025-12-31 02:01:22,NA,paid_search,False,web
u_000977,2025-11-27 21:53:32,LATAM,paid_search,True,web
u_000978,2026-01-01 21:57:42,NA,paid_search,True,ios
u_000979,2025-11-13 02:32:32,NA,organic,False,web
u_000980,2025-12-12 21:25:55,NA,paid_search,False,ios
u_000981,2025-11-29 00:13:23,NA,influencer,True,android
u_000982,2025-11-12 23:31:42,APAC,organic,False,ios
u_000983,2025-11-29 09:52:53,APAC,organic,False,web
u_000984,2025-12-25 13:02:41,APAC,tiktok,False,ios
u_000985,2025-12-25 21:56:10,NA,youtube,False,android
u_000986,2025-12-16 15:57:16,NA,organic,False,ios
u_000987,2025-12-19 04:37:45,EU,organic,False,ios
u_000988,2025-12-14 23:57:13,NA,organic,True,web
u_000989,2025-12-22 03:00:47,APAC,tiktok,False,web
u_000990,2025-12-26 23:07:04,EU,organic,True,web
u_000991,2025-11-20 05:45:54,NA,youtube,True,ios
u_000992,2026-01-04 06:26:20,APAC,organic,False,web
u_000993,2025-11-14 14:36:12,APAC,paid_search,False,ios
u_000994,2025-11-21 07:17:00,EU,paid_search,False,ios
u_000995,2025-12-23 02:17:45,NA,paid_search,False,ios
u_000996,2025-12-31 22:52:05,NA,youtube,False,web
u_000997,2026-01-03 19:35:11,NA,organic,True,android
u_000998,2025-11-17 00:35:44,NA,tiktok,False,ios
u_000999,2025-11-25 22:12:47,NA,organic,False,web
u_001000,2025-12-04 03:24:04,APAC,paid_search,True,web
u_001001,2025-12-01 13:17:55,EU,organic,False,ios
u_001002,2025-12-07 21:55:18,EU,tiktok,False,ios
u_001003,2025-12-04 18:47:18,NA,youtube,False,web
u_001004,2025-12-27 22:32:43,LATAM,paid_search,False,web
u_001005,2025-11-26 17:04:34,NA,youtube,True,web
u_001006,2025-12-09 21:51:21,APAC,youtube,False,android
u_001007,2025-11-07 16:32:28,LATAM,tiktok,True,ios
u_001008,2025-12-02 08:14:04,APAC,tiktok,False,ios
u_001009,2025-11-12 10:12:58,LATAM,organic,False,android
u_001010,2025-11-12 04:54:45,EU,paid_search,False,ios
u_001011,2026-01-01 12:12:22,NA,tiktok,False,ios
u_001012,2025-11-06 23:47:56,NA,organic,True,web
u_001013,2025-11-15 16:06:43,NA,paid_search,False,ios
u_001014,2025-12-23 21:42:59,NA,tiktok,False,web
u_001015,2026-01-04 02:05:16,APAC,influencer,False,ios
u_001016,2025-11-11 18:13:49,NA,influencer,False,web
u_001017,2025-11-21 21:47:11,APAC,influencer,False,web
u_001018,2025-12-30 21:03:06,NA,organic,True,web
u_001019,2025-12-06 01:41:26,EU,organic,False,ios
u_001020,2025-12-06 05:07:35,LATAM,influencer,False,android
u_001021,2025-11-06 22:46:07,NA,paid_search,False,ios
u_001022,2025-11-08 23:16:37,APAC,tiktok,False,android
u_001023,2025-12-19 03:59:10,APAC,tiktok,False,ios
u_001024,2025-11-18 01:05:39,NA,organic,False,ios
u_001025,2025-11-18 13:04:07,EU,paid_search,False,web
u_001026,2025-12-12 17:42:49,NA,organic,False,android
u_001027,2025-12-20 13:32:33,APAC,organic,True,web
u_001028,2025-11-29 11:41:33,EU,youtube,False,ios
u_001029,2025-12-14 16:11:24,EU,organic,False,ios
u_001030,2025-12-22 09:26:26,APAC,paid_search,False,ios
u_001031,2026-01-03 04:44:23,NA,organic,False,web
u_001032,2025-12-24 23:37:01,APAC,organic,False,ios
u_001033,2025-11-14 14:38:45,APAC,tiktok,False,android
u_001034,2025-11-26 20:25:01,APAC,tiktok,False,android
u_001035,2025-11-27 23:14:53,APAC,organic,False,android
u_001036,2025-11-06 00:05:06,NA,tiktok,False,web
u_001037,2025-12-01 14:39:35,LATAM,tiktok,False,ios
u_001038,2025-11-28 04:39:36,NA,paid_search,False,web
u_001039,2025-11-16 03:59:55,EU,organic,True,android
u_001040,2025-12-01 13:09:38,NA,paid_search,False,web
u_001041,2025-12-18 01:17:38,LATAM,youtube,True,ios
u_001042,2025-12-05 23:17:43,APAC,organic,False,android
u_001043,2025-12-20 13:45:28,APAC,organic,False,ios
u_001044,2025-12-08 15:03:22,NA,tiktok,False,ios
u_001045,2025-11-14 13:33:16,APAC,organic,False,web
u_001046,2025-12-02 00:42:37,APAC,organic,False,ios
u_001047,2025-11-13 17:13:21,APAC,organic,True,android
u_001048,2025-11-08 17:18:54,NA,youtube,True,ios
u_001049,2025-11-27 18:12:41,EU,tiktok,True,web
u_001050,2025-12-03 06:33:52,NA,organic,False,web
u_001051,2025-12-11 15:15:04,EU,tiktok,False,web
u_001052,2025-12-20 15:34:21,NA,youtube,False,ios
u_001053,2025-11-05 20:15:48,NA,organic,False,web
u_001054,2025-12-05 19:37:41,NA,paid_search,True,ios
u_001055,2025-11-11 07:06:08,NA,tiktok,False,ios
u_001056,2025-11-23 19:32:20,NA,paid_search,True,android
u_001057,2025-11-15 10:35:03,LATAM,organic,True,web
u_001058,2025-12-18 18:19:55,EU,paid_search,True,android
u_001059,2025-12-31 01:03:23,NA,youtube,False,ios
u_001060,2025-12-07 06:15:50,EU,tiktok,False,ios
u_001061,2025-12-31 22:58:21,EU,tiktok,False,android
u_001062,2025-12-26 09:05:08,LATAM,organic,False,web
u_001063,2025-11-10 09:27:37,NA,paid_search,False,ios
u_001064,2025-12-18 17:42:12,NA,youtube,True,web
u_001065,2025-12-25 16:36:16,LATAM,organic,False,ios
u_001066,2025-12-19 09:59:25,NA,organic,False,ios
u_001067,2025-11-05 23:11:01,NA,organic,False,web
u_001068,2025-12-16 01:26:36,NA,tiktok,False,ios
u_001069,2025-12-11 20:26:32,NA,tiktok,False,ios
u_001070,2025-12-30 17:37:42,LATAM,tiktok,False,android
u_001071,2025-12-01 20:06:10,NA,organic,False,web
u_001072,2025-12-30 03:59:19,LATAM,tiktok,False,web
u_001073,2025-11-12 17:27:27,LATAM,tiktok,True,ios
u_001074,2026-01-02 20:16:21,EU,organic,False,web
u_001075,2025-12-22 13:42:27,NA,organic,False,ios
u_001076,2025-11-22 23:54:40,NA,organic,False,web
u_001077,2025-11-23 06:28:20,EU,paid_search,False,web
u_001078,2025-11-17 20:17:22,NA,youtube,False,android
u_001079,2025-12-25 02:50:31,EU,paid_search,False,android
u_001080,2025-11-14 16:42:01,NA,organic,True,ios
u_001081,2025-11-18 12:08:52,LATAM,influencer,True,android
u_001082,2025-11-08 21:56:21,EU,tiktok,False,ios
u_001083,2025-12-13 03:15:52,APAC,tiktok,False,ios
u_001084,2025-11-11 08:43:45,APAC,organic,False,android
u_001085,2025-12-19 21:25:04,NA,youtube,True,ios
u_001086,2025-12-04 16:55:06,NA,paid_search,True,ios
u_001087,2025-12-25 07:40:46,NA,organic,True,ios
u_001088,2025-11-11 18:13:59,NA,organic,False,android
u_001089,2025-12-19 23:56:19,EU,youtube,False,web
u_001090,2025-12-27 23:50:30,NA,paid_search,False,web
u_001091,2026-01-01 03:52:58,NA,youtube,False,web
u_001092,2025-11-25 20:14:52,LATAM,organic,False,web
u_001093,2025-12-31 15:49:26,NA,tiktok,False,web
u_001094,2025-11-10 07:18:48,EU,organic,True,android
u_001095,2025-12-11 08:04:48,NA,influencer,False,ios
u_001096,2026-01-02 00:23:51,NA,youtube,False,web
u_001097,2025-12-03 12:51:09,EU,tiktok,True,android
u_001098,2026-01-02 05:58:07,LATAM,organic,True,ios
u_001099,2025-12-08 12:00:38,NA,paid_search,False,ios
u_001100,2025-12-07 05:20:22,NA,youtube,False,ios
u_001101,2025-12-03 15:37:32,NA,paid_search,False,android
u_001102,2025-11-15 22:34:10,NA,tiktok,True,web
u_001103,2025-11-08 07:05:30,NA,influencer,False,web
u_001104,2025-11-14 18:40:17,EU,influencer,False,web
u_001105,2025-12-16 13:43:16,NA,organic,False,ios
u_001106,2025-12-15 10:35:48,EU,paid_search,False,ios
u_001107,2025-12-31 05:32:19,EU,organic,True,web
u_001108,2025-12-17 13:54:58,NA,youtube,True,web
u_001109,2025-12-08 09:42:50,NA,paid_search,True,ios
u_001110,2025-11-23 14:40:56,LATAM,organic,False,ios
u_001111,2025-12-13 17:38:02,NA,youtube,False,ios
u_001112,2025-12-14 17:13:45,APAC,tiktok,False,android
u_001113,2025-12-29 12:19:57,NA,youtube,False,android
u_001114,2026-01-03 21:35:17,EU,influencer,False,web
u_001115,2025-12-30 13:25:06,NA,tiktok,False,ios
u_001116,2025-11-24 22:11:42,NA,influencer,False,web
u_001117,2025-12-24 06:24:54,NA,organic,False,ios
u_001118,2025-12-09 17:11:36,NA,organic,True,ios
u_001119,2025-11-19 20:13:07,APAC,tiktok,False,web
u_001120,2025-12-02 04:09:53,APAC,youtube,False,android
u_001121,2025-11-16 18:32:45,NA,organic,True,android
u_001122,2025-12-21 16:41:19,EU,youtube,False,web
u_001123,2025-12-09 19:15:48,APAC,organic,False,web
u_001124,2025-11-21 05:33:51,APAC,youtube,True,web
u_001125,2025-12-09 10:24:36,NA,organic,True,ios
u_001126,2025-12-27 06:36:43,APAC,youtube,False,android
u_001127,2025-12-09 13:54:32,NA,youtube,True,ios
u_001128,2025-11-08 13:43:15,EU,paid_search,False,ios
u_001129,2025-11-18 12:49:35,EU,youtube,True,android
u_001130,2025-11-08 17:26:33,APAC,youtube,True,ios
u_001131,2025-12-14 09:49:23,LATAM,paid_search,False,ios
u_001132,2025-11-18 22:09:35,LATAM,youtube,False,ios
u_001133,2025-11-09 20:39:07,NA,organic,True,android
u_001134,2025-12-05 12:21:31,LATAM,influencer,False,web
u_001135,2025-11-23 04:09:41,NA,youtube,True,web
u_001136,2025-11-17 20:28:39,NA,tiktok,True,web
u_001137,2025-12-19 05:51:16,EU,youtube,False,android
u_001138,2025-12-10 11:31:53,EU,influencer,False,ios
u_001139,2025-11-29 12:06:57,EU,paid_search,False,web
u_001140,2026-01-04 09:01:58,EU,paid_search,False,android
u_001141,2025-12-27 14:15:21,LATAM,organic,False,android
u_001142,2025-11-17 05:34:00,NA,tiktok,False,android
u_001143,2025-11-30 20:22:54,NA,organic,True,web
u_001144,2025-11-14 00:37:20,LATAM,organic,True,android
u_001145,2025-12-21 01:18:08,NA,paid_search,False,web
u_001146,2025-11-19 11:10:25,EU,organic,False,web
u_001147,2025-11-10 07:19:02,APAC,youtube,False,ios
u_001148,2025-12-13 19:25:13,EU,youtube,False,ios
u_001149,2025-12-22 07:12:29,APAC,youtube,False,web
u_001150,2025-12-10 09:08:14,NA,organic,True,ios
u_001151,2025-12-08 09:08:47,APAC,organic,False,android
u_001152,2025-12-12 20:29:30,NA,tiktok,False,ios
u_001153,2025-12-21 19:00:37,NA,organic,False,ios
u_001154,2025-12-11 16:37:43,NA,paid_search,True,web
u_001155,2026-01-02 18:06:47,EU,influencer,False,android
u_001156,2025-11-20 18:45:46,EU,tiktok,False,web
u_001157,2025-12-10 06:33:46,LATAM,influencer,False,ios
u_001158,2025-12-21 18:24:06,APAC,organic,False,web
u_001159,2025-11-07 04:45:58,EU,youtube,False,android
u_001160,2025-11-09 21:47:20,LATAM,organic,False,web
u_001161,2025-11-15 10:36:21,EU,youtube,False,ios
u_001162,2025-12-28 16:11:48,EU,tiktok,True,ios
u_001163,2026-01-02 11:26:46,EU,organic,False,android
u_001164,2025-11-19 00:46:04,NA,organic,False,web
u_001165,2025-12-13 10:42:07,APAC,tiktok,False,ios
u_001166,2025-11-20 05:31:06,NA,youtube,True,web
u_001167,2025-11-23 06:46:53,EU,organic,False,android
u_001168,2025-11-18 14:58:44,APAC,youtube,True,ios
u_001169,2025-11-06 07:46:36,LATAM,youtube,True,ios
u_001170,2025-11-20 12:30:32,APAC,youtube,False,ios
u_001171,2025-12-17 16:39:08,EU,youtube,True,web
u_001172,2025-11-07 14:25:24,EU,organic,True,web
u_001173,2025-11-27 20:10:03,NA,tiktok,False,ios
u_001174,2025-11-30 19:17:44,EU,paid_search,True,android
u_001175,2025-11-14 20:02:06,LATAM,tiktok,False,ios
u_001176,2025-12-21 10:56:40,LATAM,tiktok,True,android
u_001177,2025-12-11 05:26:31,APAC,youtube,False,web
u_001178,2025-11-11 06:43:22,NA,organic,False,android
u_001179,2025-11-29 07:55:41,APAC,youtube,False,ios
u_001180,2025-12-07 20:09:20,LATAM,paid_search,False,ios
u_001181,2025-12-26 07:20:52,NA,organic,True,ios
u_001182,2025-11-27 07:18:04,EU,influencer,True,ios
u_001183,2025-11-09 10:51:18,APAC,organic,False,ios
u_001184,2025-12-19 08:38:39,EU,tiktok,False,ios
u_001185,2025-11-26 14:26:06,LATAM,influencer,True,ios
u_001186,2025-12-14 06:01:15,EU,influencer,False,web
u_001187,2025-12-10 11:42:54,APAC,paid_search,True,web
u_001188,2025-11-22 11:28:00,APAC,paid_search,False,web
u_001189,2025-12-10 12:56:57,EU,tiktok,False,ios
u_001190,2025-12-18 18:33:18,APAC,youtube,False,ios
u_001191,2025-12-23 11:32:19,EU,organic,False,ios
u_001192,2025-12-16 03:05:25,NA,organic,False,ios
u_001193,2025-12-11 06:44:27,NA,tiktok,True,web
u_001194,2025-12-31 13:10:19,NA,youtube,False,android
u_001195,2025-12-25 12:04:12,APAC,tiktok,False,web
u_001196,2026-01-01 23:04:43,LATAM,influencer,False,ios
u_001197,2025-11-24 14:47:12,NA,youtube,False,web
u_001198,2025-11-21 07:17:22,NA,organic,False,ios
u_001199,2025-12-18 02:43:46,NA,youtube,False,ios
u_001200,2025-11-18 18:37:07,APAC,tiktok,False,ios
u_001201,2025-11-29 17:30:03,LATAM,tiktok,False,ios
u_001202,2025-11-19 10:02:57,EU,influencer,False,web
u_001203,2025-12-14 09:53:05,EU,tiktok,True,web
u_001204,2025-12-01 18:18:54,EU,paid_search,False,ios
u_001205,2025-11-19 04:54:39,NA,youtube,False,android
u_001206,2025-12-28 11:56:15,APAC,tiktok,False,ios
u_001207,2025-11-25 19:08:11,EU,youtube,False,web
u_001208,2025-11-17 01:31:40,EU,organic,False,ios
u_001209,2025-11-21 22:51:02,APAC,organic,True,ios
u_001210,2025-12-16 21:48:19,APAC,organic,False,ios
u_001211,2025-11-23 17:04:10,APAC,tiktok,True,android
u_001212,2025-11-25 06:40:37,LATAM,organic,False,ios
u_001213,2025-11-29 06:53:00,LATAM,paid_search,False,web
u_001214,2025-12-29 14:11:12,EU,tiktok,True,web
u_001215,2025-11-13 12:13:54,NA,youtube,True,ios
u_001216,2025-12-09 17:38:04,EU,organic,False,ios
u_001217,2025-12-01 13:00:26,APAC,organic,False,web
u_001218,2025-11-06 14:49:41,NA,organic,True,android
u_001219,2025-11-09 17:19:19,NA,youtube,False,web
u_001220,2025-11-07 10:59:30,NA,tiktok,False,ios
u_001221,2025-11-20 20:42:06,APAC,tiktok,True,web
u_001222,2025-12-29 19:22:47,EU,tiktok,False,android
u_001223,2025-11-28 13:35:46,NA,youtube,False,android
u_001224,2025-11-08 22:04:39,NA,organic,False,web
u_001225,2025-12-03 09:04:06,APAC,youtube,False,android
u_001226,2025-11-12 17:03:17,NA,tiktok,True,web
u_001227,2025-12-14 10:25:11,NA,youtube,False,ios
u_001228,2025-12-15 11:08:40,EU,organic,True,android
u_001229,2025-12-30 06:24:00,EU,tiktok,False,ios
u_001230,2025-12-29 17:59:34,NA,organic,False,android
u_001231,2025-11-10 15:07:45,EU,paid_search,False,android
u_001232,2025-11-18 00:01:07,NA,tiktok,False,android
u_001233,2026-01-01 04:34:45,APAC,paid_search,False,web
u_001234,2025-12-06 11:24:51,NA,tiktok,False,web
u_001235,2025-12-25 01:43:04,NA,organic,False,ios
u_001236,2025-12-05 13:53:17,APAC,tiktok,True,ios
u_001237,2025-12-04 15:53:17,APAC,organic,True,ios
u_001238,2025-12-11 21:26:15,NA,paid_search,False,web
u_001239,2025-11-10 23:56:47,NA,influencer,False,android
u_001240,2025-12-26 22:44:54,APAC,youtube,False,android
u_001241,2025-11-10 17:58:51,APAC,tiktok,False,ios
u_001242,2026-01-01 18:43:24,NA,tiktok,False,web
u_001243,2025-11-15 00:54:39,EU,paid_search,False,web
u_001244,2025-12-05 03:41:00,NA,organic,False,web
u_001245,2025-11-25 14:13:08,EU,youtube,False,ios
u_001246,2025-11-29 06:41:43,NA,tiktok,False,android
u_001247,2025-11-30 06:15:28,NA,paid_search,False,web
u_001248,2025-12-11 13:37:35,NA,influencer,False,ios
u_001249,2025-12-04 23:53:46,EU,paid_search,False,ios
u_001250,2025-12-30 00:33:35,NA,tiktok,False,web
u_001251,2026-01-03 11:45:25,NA,organic,False,ios
u_001252,2025-12-15 23:05:34,NA,tiktok,False,ios
u_001253,2025-12-08 07:58:06,NA,youtube,True,android
u_001254,2025-12-25 11:44:38,APAC,youtube,False,ios
u_001255,2026-01-01 06:05:45,NA,organic,False,ios
u_001256,2025-12-20 22:31:35,APAC,tiktok,False,web
u_001257,2025-12-30 09:45:58,NA,organic,False,web
u_001258,2025-11-11 13:31:27,NA,influencer,True,web
u_001259,2025-11-17 11:19:20,EU,organic,True,ios
u_001260,2025-12-05 13:53:58,LATAM,youtube,True,web
u_001261,2025-11-09 18:17:54,NA,organic,False,web
u_001262,2025-11-28 03:59:47,NA,organic,False,ios
u_001263,2025-11-14 16:28:55,EU,paid_search,False,ios
u_001264,2025-11-09 05:50:54,LATAM,organic,False,web
u_001265,2026-01-03 10:30:25,LATAM,organic,True,web
u_001266,2025-12-20 15:00:44,EU,organic,False,ios
u_001267,2025-12-25 11:50:10,EU,tiktok,True,web
u_001268,2025-12-27 21:18:10,EU,youtube,False,ios
u_001269,2025-12-10 00:04:45,EU,organic,False,ios
u_001270,2025-11-15 03:28:46,EU,youtube,False,web
u_001271,2025-11-20 19:14:02,APAC,organic,False,web
u_001272,2025-11-21 18:02:59,APAC,influencer,False,web
u_001273,2025-12-31 08:10:54,EU,influencer,True,web
u_001274,2025-12-29 23:45:36,EU,paid_search,True,android
u_001275,2025-12-09 13:00:39,EU,paid_search,False,ios
u_001276,2025-11-12 11:49:51,EU,organic,False,ios
u_001277,2026-01-01 07:12:18,EU,organic,True,ios
u_001278,2025-12-16 15:22:20,NA,youtube,False,web
u_001279,2025-12-15 23:36:21,NA,organic,False,web
u_001280,2025-12-02 22:04:28,EU,organic,False,android
u_001281,2025-12-15 19:36:24,APAC,organic,False,android
u_001282,2025-11-17 10:28:04,NA,tiktok,False,ios
u_001283,2025-12-23 12:51:57,EU,tiktok,False,ios
u_001284,2025-11-18 19:43:08,NA,organic,False,android
u_001285,2026-01-03 18:12:31,NA,organic,False,web
u_001286,2025-12-10 04:02:50,LATAM,youtube,False,web
u_001287,2025-12-21 15:39:43,APAC,organic,False,web
u_001288,2025-11-27 13:31:37,NA,paid_search,True,ios
u_001289,2025-11-29 02:15:44,APAC,organic,True,web
u_001290,2025-12-24 18:18:13,NA,youtube,False,ios
u_001291,2025-11-29 16:23:16,LATAM,tiktok,False,ios
u_001292,2025-12-22 18:43:52,NA,organic,False,ios
u_001293,2025-11-22 22:11:32,NA,tiktok,True,web
u_001294,2026-01-02 08:42:02,EU,tiktok,False,ios
u_001295,2025-12-02 16:04:05,APAC,influencer,False,ios
u_001296,2025-12-29 21:17:17,NA,youtube,False,web
u_001297,2025-11-16 03:47:46,APAC,organic,True,web
u_001298,2025-11-09 21:32:24,NA,organic,False,ios
u_001299,2025-12-25 13:41:35,LATAM,organic,True,web
u_001300,2025-12-30 16:34:36,NA,organic,False,android
u_001301,2025-12-12 22:32:12,LATAM,tiktok,False,ios
u_001302,2025-12-25 18:28:08,EU,paid_search,False,web
u_001303,2025-11-22 09:58:28,NA,tiktok,False,ios
u_001304,2026-01-03 02:41:44,LATAM,youtube,False,ios
u_001305,2025-12-23 00:27:49,LATAM,youtube,False,web
u_001306,2025-11-25 19:04:58,EU,influencer,False,web
u_001307,2026-01-03 01:11:06,NA,organic,False,ios
u_001308,2025-12-16 09:52:09,EU,youtube,False,web
u_001309,2026-01-04 08:07:07,EU,paid_search,False,web
u_001310,2025-11-29 05:14:15,EU,organic,False,web
u_001311,2025-12-27 08:44:37,EU,organic,True,web
u_001312,2025-12-18 14:59:12,NA,paid_search,True,ios
u_001313,2025-12-27 02:06:45,APAC,youtube,True,android
u_001314,2025-12-24 20:02:53,APAC,organic,False,ios
u_001315,2025-12-21 05:32:55,NA,tiktok,True,ios
u_001316,2025-12-11 20:40:45,EU,tiktok,False,android
u_001317,2025-11-28 05:19:47,EU,tiktok,False,web
u_001318,2025-11-11 01:34:35,APAC,organic,False,web
u_001319,2025-11-30 22:53:28,NA,organic,False,ios
u_001320,2025-12-05 23:40:58,EU,youtube,False,ios
u_001321,2025-12-04 16:56:35,NA,youtube,True,ios
u_001322,2025-11-17 01:58:47,EU,influencer,False,web
u_001323,2025-12-31 00:30:12,APAC,organic,False,web
u_001324,2025-11-06 00:34:17,APAC,influencer,False,ios
u_001325,2025-11-22 11:47:47,NA,organic,True,android
u_001326,2025-11-15 12:26:17,EU,tiktok,False,ios
u_001327,2025-12-21 15:32:13,LATAM,paid_search,False,web
u_001328,2025-11-13 08:20:59,NA,tiktok,False,ios
u_001329,2025-11-10 02:51:38,APAC,organic,True,web
u_001330,2025-12-24 21:47:38,APAC,organic,False,web
u_001331,2025-12-26 19:12:01,APAC,tiktok,False,web
u_001332,2025-12-02 10:40:41,NA,youtube,False,ios
u_001333,2025-12-23 22:57:06,NA,paid_search,False,android
u_001334,2025-12-01 00:20:59,LATAM,youtube,False,ios
u_001335,2025-12-01 08:46:45,NA,influencer,False,web
u_001336,2026-01-03 17:26:17,NA,youtube,False,web
u_001337,2025-11-25 22:54:48,EU,paid_search,False,web
u_001338,2025-12-14 08:38:43,NA,organic,True,android
u_001339,2025-11-06 00:08:02,APAC,paid_search,False,ios
u_001340,2025-12-06 14:30:08,EU,organic,False,web
u_001341,2025-12-27 17:20:54,APAC,paid_search,True,ios
u_001342,2025-12-24 20:41:55,APAC,organic,False,ios
u_001343,2025-11-24 16:33:08,NA,youtube,False,android
u_001344,2025-11-29 01:23:13,NA,youtube,False,android
u_001345,2025-12-22 05:01:56,APAC,paid_search,False,web
u_001346,2025-11-06 01:45:58,NA,youtube,True,ios
u_001347,2025-12-06 07:37:08,LATAM,organic,False,ios
u_001348,2025-12-01 07:51:46,APAC,tiktok,True,web
u_001349,2025-12-15 09:31:55,NA,organic,False,ios
u_001350,2025-11-28 19:34:40,APAC,organic,False,ios
u_001351,2025-12-31 04:39:04,NA,organic,False,web
u_001352,2025-12-17 01:22:53,NA,organic,True,ios
u_001353,2025-11-07 02:36:26,APAC,tiktok,True,ios
u_001354,2025-12-21 13:46:06,APAC,paid_search,False,web
u_001355,2025-12-09 22:50:49,EU,paid_search,False,web
u_001356,2026-01-01 06:16:06,NA,organic,True,ios
u_001357,2025-12-10 22:26:20,NA,organic,True,web
u_001358,2025-11-21 02:02:44,NA,organic,True,android
u_001359,2025-11-23 19:57:30,NA,organic,False,web
u_001360,2025-12-10 17:59:49,NA,organic,False,web
u_001361,2025-12-18 05:56:19,EU,organic,True,web
u_001362,2025-11-25 23:26:19,LATAM,tiktok,False,ios
u_001363,2025-12-27 15:38:04,NA,tiktok,True,ios
u_001364,2025-11-27 08:42:56,NA,tiktok,False,ios
u_001365,2025-11-25 17:58:49,APAC,organic,False,web
u_001366,2025-12-21 19:50:27,APAC,youtube,False,android
u_001367,2025-12-04 06:52:10,LATAM,influencer,False,web
u_001368,2025-11-15 01:03:49,NA,organic,False,web
u_001369,2025-11-28 03:58:53,NA,organic,False,web
u_001370,2025-12-03 01:00:08,EU,organic,False,web
u_001371,2025-12-13 08:50:40,EU,organic,False,ios
u_001372,2025-12-20 16:12:53,EU,tiktok,True,web
u_001373,2025-12-03 08:31:19,EU,organic,False,web
u_001374,2025-12-11 00:46:13,NA,tiktok,False,android
u_001375,2025-12-18 14:10:40,EU,organic,True,web
u_001376,2025-12-02 14:39:17,EU,youtube,False,android
u_001377,2025-11-18 18:30:22,NA,organic,False,ios
u_001378,2025-11-10 16:36:38,APAC,tiktok,True,web
u_001379,2026-01-03 05:52:00,EU,organic,False,ios
u_001380,2025-12-22 06:22:07,NA,organic,False,ios
u_001381,2025-11-13 00:38:17,NA,influencer,False,web
u_001382,2025-11-26 02:05:03,NA,youtube,False,android
u_001383,2025-11-26 06:43:10,NA,organic,False,ios
u_001384,2025-11-14 18:22:37,EU,youtube,False,android
u_001385,2025-11-26 17:50:05,APAC,tiktok,True,android
u_001386,2025-11-15 04:39:05,NA,tiktok,False,web
u_001387,2025-12-30 06:39:04,NA,tiktok,True,web
u_001388,2025-12-30 05:36:28,LATAM,paid_search,True,web
u_001389,2026-01-01 18:04:33,NA,organic,False,android
u_001390,2025-12-28 16:28:49,NA,organic,True,android
u_001391,2025-11-14 20:18:34,NA,organic,False,ios
u_001392,2025-12-28 02:14:04,APAC,youtube,True,web
u_001393,2025-11-23 16:18:29,NA,paid_search,True,web
u_001394,2025-11-14 02:34:36,EU,influencer,True,android
u_001395,2025-12-21 01:37:27,NA,youtube,True,android
u_001396,2025-11-18 16:20:38,NA,paid_search,False,web
u_001397,2025-12-07 05:20:28,NA,youtube,False,web
u_001398,2025-12-02 15:58:43,APAC,youtube,False,web
u_001399,2025-11-13 21:27:24,EU,paid_search,False,web
u_001400,2025-12-06 10:40:26,NA,organic,True,android
u_001401,2025-11-26 17:10:07,NA,youtube,False,ios
u_001402,2025-12-08 18:14:37,EU,youtube,True,ios
u_001403,2025-11-30 04:30:17,APAC,paid_search,False,ios
u_001404,2025-12-06 15:50:38,NA,paid_search,False,web
u_001405,2025-11-27 16:11:50,EU,influencer,False,web
u_001406,2025-11-09 10:02:35,NA,paid_search,False,android
u_001407,2025-12-03 08:27:14,NA,tiktok,False,ios
u_001408,2025-11-28 23:20:36,NA,organic,False,ios
u_001409,2025-12-09 08:18:42,APAC,organic,False,web
u_001410,2025-11-10 18:23:31,NA,tiktok,False,web
u_001411,2025-12-02 17:02:38,APAC,tiktok,False,web
u_001412,2025-12-31 14:45:00,APAC,tiktok,False,ios
u_001413,2025-12-14 00:36:27,APAC,tiktok,False,ios
